Name,SRR23400543,SRR23400544,SRR23400545,SRR23400546
ENST00000373020,1242.5756189366477,2782.971002236805,3131.2590364099487,3063.237897604449
ENST00000373031,1.9762679130650973,3.011224013556162,6.026000973204766,8.995559128435955
ENST00000371588,372.371440564488,850.150042395001,1002.7696766966909,970.7267274156418
ENST00000367771,141.56705615013027,130.5500315526234,106.10354483749572,120.75715129985335
ENST00000359326,75.7175805980186,185.26453166726665,346.8739177520651,106.63125182194531
