transcript_id,median_expression
PNW85305,2.6876765000000002
PNW86084,0.0
PNW83834,0.083489
PNW84347,690.8503655000001
PNW84348,24.7254745
PNW83831,15.781549
PNW84146,14.9171395
PNW84182,20.3479475
PNW84076,26.665857
PNW84265,0.4488145
PNW83909,0.859502
PNW83794,4.7428785
PNW83985,4.472144
PNW83984,0.2370945
PNW83775,0.0
PNW84365,5.0224945
PNW83992,1.563053
PNW84198,36.0700705
PNW84255,2.5436039999999998
PNW84083,1.4594375
PNW83964,4.1273795
PNW84238,5.1775785
PNW84236,5.1096845
PNW84237,5.749127
PNW83862,0.0
PNW83863,0.0
PNW83812,4.574855
PNW83994,1.6726604999999999
PNW84179,52.144716
PNW84217,8.8379465
PNW84163,4.4699065000000004
PNW84308,0.603263
PNW84243,11.0438025
PNW84314,0.2632925
PNW83958,254.49118850000002
PNW84293,3.132842
PNW84250,0.031731
PNW83830,9.762873500000001
PNW83932,0.2788375
PNW83931,0.0326135
PNW84202,23.4049425
PNW84292,1.9499499999999999
PNW83783,1.323748
PNW83782,0.0
PNW84113,4.8969265
PNW84313,1.7082694999999999
PNW84009,2.7243725
PNW84164,19.949647
PNW84165,0.0
PNW84021,6.324485999999999
PNW84067,2.730855
PNW83838,6.656947
PNW84283,0.5994085
PNW84284,10.2644795
PNW84286,5.336861
PNW84367,3.770435
PNW83948,38.3138575
PNW83996,1.1786115
PNW84033,0.40443450000000003
PNW83881,1.1171235
PNW84200,0.0
PNW84201,1.0840049999999999
PNW84199,0.0
PNW83997,2.418464
PNW84159,1.2304475
PNW84208,2.6431839999999998
PNW83825,8.393947
PNW84111,4.984715
PNW83797,0.7729885000000001
PNW83983,5.1123065
PNW83944,0.5451195
PNW84005,4.917794
PNW84125,4.4502844999999995
PNW84160,2.2990820000000003
PNW84353,5.928793000000001
PNW84273,1.3715074999999999
PNW83815,2.828004
PNW84307,1.297091
PNW84244,4.776182
PNW84118,362.53887499999996
PNW83790,77.221956
PNW84046,6.8167305
PNW84345,24.876313
PNW83817,27.2058385
PNW84309,0.0
PNW84310,1.9200685
PNW84214,3.7510049999999997
PNW83884,8.355767
PNW83947,11.565914
PNW84266,14.949877
PNW83851,3.9440125
PNW83852,0.0
PNW84194,4.074699
PNW83941,1.5804405000000001
PNW84233,0.027387
PNW84259,5.8815315
PNW84260,0.297595
PNW83777,1.5438015
PNW83787,4.598264
PNW83820,0.5010515
PNW83954,0.13479249999999998
PNW84181,6.9014310000000005
PNW84180,0.0
PNW84173,12.405035
PNW83792,2.3765725
PNW83793,0.0
PNW83903,2.8000385
PNW83798,0.1355305
PNW84151,0.2801305
PNW83923,20.041143499999997
PNW83967,0.666704
PNW84132,2.6048400000000003
PNW84002,7.553382
PNW84003,20.673367
PNW84272,0.7963279999999999
PNW84368,0.7737054999999999
PNW83939,1.6223425
PNW84027,6.589276000000001
PNW84071,43.517119
PNW84357,3.375493
PNW83799,8.258499
PNW83760,45.305827
PNW83774,13.277690499999999
PNW83844,0.209183
PNW83842,0.0
PNW83843,0.5170585000000001
PNW83943,0.2865755
PNW84042,10.399299
PNW84300,2.685854
PNW83921,4.571591
PNW84045,4.109432
PNW83904,58.983175
PNW84030,0.6853210000000001
PNW83747,1.8801275
PNW83748,5.138255
PNW84130,0.0207605
PNW84185,0.43583400000000005
PNW83841,9.633876500000001
PNW84150,12.422106000000001
PNW84136,0.22121600000000002
PNW83813,0.0
PNW83814,3.6438155
PNW84123,0.369333
PNW84331,0.6060505
PNW83910,0.1240465
PNW84263,0.53855
PNW84139,1.7634745
PNW84203,0.902396
PNW83757,3.8192714999999997
PNW83756,0.035656
PNW84147,491.5236235
PNW84168,3.0434605
PNW83785,217.541128
PNW84007,0.0
PNW83873,3.0904524999999996
PNW83872,0.0
PNW84285,4.7059185
PNW84036,0.068634
PNW84225,0.0813115
PNW84050,4.135747
PNW84108,3.046059
PNW83837,0.1600835
PNW83918,9.588714
PNW83917,53.161947
PNW84363,22.4529505
PNW84026,22.202987
PNW84028,114.311308
PNW83897,4.322481
PNW84229,0.46936199999999995
PNW84338,12.840934
PNW84207,7.887267
PNW84127,0.0
PNW84128,9.446242999999999
PNW84054,3.491194
PNW84162,2.5432755
PNW83887,0.049143
PNW83765,1.8919164999999998
PNW84172,3.876887
PNW83916,4.835654
PNW83971,3.057003
PNW84298,8.697324
PNW84008,2.614164
PNW84057,1.0467185
PNW83806,6.415798
PNW83846,5.970433
PNW83778,1.1081535
PNW84089,19.2987985
PNW83836,0.348375
PNW83804,46.709242
PNW84248,0.0108025
PNW84288,1.970511
PNW84289,26.63538
PNW84270,21.398423
PNW83972,0.1902175
PNW84051,76.98464949999999
PNW84235,1.5849205
PNW84361,8.977777999999999
PNW83871,8.636783000000001
PNW83835,0.9986085
PNW84212,0.075387
PNW84241,7.0751035
PNW84240,10.9953635
PNW83816,1.2975835
PNW83907,17.4537425
PNW84124,0.64553
PNW83883,0.48779400000000006
PNW83957,1.025976
PNW83847,0.016666
PNW83848,0.0
PNW84087,1.109888
PNW83754,0.28877
PNW84304,1.923453
PNW83969,0.0
PNW83968,0.22864649999999997
PNW84360,0.7084779999999999
PNW83845,1.8227125
PNW84196,0.0
PNW84195,0.2707675
PNW84197,0.0
PNW84352,7.4990735
PNW84351,31.540508000000003
PNW83946,114.530967
PNW83952,0.03235
PNW84189,9.2192515
PNW83892,0.592842
PNW83770,824.098188
PNW84306,1.6254665
PNW83933,1.4497909999999998
PNW83840,1.0218684999999998
PNW84224,2.8403695
PNW83974,32.237547500000005
PNW84369,1.8900549999999998
PNW84079,0.0
PNW84080,0.0
PNW84081,11.961641
PNW84044,0.2495575
PNW83800,5.3271310000000005
PNW84060,3.2931365
PNW84097,0.0768335
PNW84245,4.750774
PNW84246,1.4862765
PNW84126,0.0933445
PNW83888,0.27691299999999996
PNW84287,5.6508745000000005
PNW83937,0.0
PNW83936,0.067114
PNW83938,0.690347
PNW83853,0.5648435
PNW84072,24.6017805
PNW83767,0.0
PNW83766,0.234888
PNW83768,0.8292275
PNW83934,1.3819785
PNW83750,28.725166
PNW83788,14.6845765
PNW83991,4.683966
PNW84366,1.3056545
PNW83808,0.0
PNW83807,27.970665
PNW84056,0.385361
PNW83966,2.6491045
PNW83965,30.712139
PNW83780,21.779941
PNW83977,13.359176999999999
PNW84063,1.1478375
PNW84062,0.0
PNW84061,8.3423925
PNW84211,6.016036
PNW84256,16.974108
PNW84193,0.057857000000000006
PNW83927,37.6211205
PNW83926,0.0
PNW83882,0.8114555
PNW84169,4.216227
PNW84006,0.9179715
PNW84354,1.0256325
PNW84153,0.2372395
PNW84299,15.3146325
PNW83980,14.062834500000001
PNW84252,1.149953
PNW84253,5.6938699999999995
PNW84161,5.690886
PNW83978,10.671695499999998
PNW84116,0.22806649999999998
PNW84119,1.065613
PNW83895,1.5076465
PNW83865,16.520343999999998
PNW84073,1.1382370000000002
PNW84074,0.020962500000000002
PNW84148,1.160992
PNW83828,2.712888
PNW83755,0.030384500000000002
PNW84154,0.0
PNW83810,0.43010400000000004
PNW83811,0.0
PNW83875,21.0337515
PNW83874,41.797705500000006
PNW83772,11.936585000000001
PNW83773,7.7298855
PNW84187,17.727859
PNW83906,1.1496915
PNW84302,6.618339499999999
PNW84140,3277.419189
PNW84095,1.0770735
PNW84101,7.527264000000001
PNW84025,42.921488
PNW84276,6.390403
PNW84329,22.78728
PNW83839,3.5776665000000003
PNW84035,0.0247085
PNW84094,34.028183999999996
PNW84328,0.09516
PNW84323,0.9146985
PNW84326,0.0
PNW84327,0.532507
PNW84325,0.520641
PNW84324,0.037021
PNW84135,1.465512
PNW83890,0.0
PNW83889,0.0
PNW84183,8.9417195
PNW84227,0.9083965
PNW84228,28.7192545
PNW84222,15.287965
PNW83819,0.057037000000000004
PNW83795,4.175328
PNW83870,2.099485
PNW84290,29.4466245
PNW83802,1.1613355
PNW84340,43.369089
PNW83885,0.0511365
PNW84070,2.2032345
PNW84264,8.231266999999999
PNW84069,15.333567500000001
PNW83866,0.0834645
PNW83940,0.084556
PNW84316,2.835732
PNW84085,10.1393165
PNW84084,0.0
PNW84344,4.9938525
PNW84346,32.3705985
PNW84311,1.0440875
PNW83956,0.0
PNW83955,4.199196000000001
PNW84333,1.3119845
PNW83752,11.3588355
PNW84210,0.5903935
PNW84209,3.339435
PNW84319,8.098177999999999
PNW83935,0.4102875
PNW83999,4.745504
PNW84016,12.2270975
PNW83894,0.0201225
PNW83878,7.5906395
PNW84068,2.4109985
PNW84120,0.0
PNW84358,6772.17548
PNW83786,11.351645
PNW84034,5.1320239999999995
PNW84177,8.1504495
PNW83854,2.6057095
PNW84043,20.331643500000002
PNW84037,0.741024
PNW83779,3.259824
PNW84355,0.3999055
PNW84000,23.577461500000002
PNW83805,1.2911730000000001
PNW84364,9.126283
PNW83824,1.127804
PNW84220,1.710695
PNW84280,3.1382895
PNW84342,2.221162
PNW84092,2.6148219999999998
PNW84359,4.9251825
PNW83924,11.0217655
PNW84048,0.3003995
PNW83833,1.0435745
PNW83970,2.1280004999999997
PNW84103,0.316535
PNW84282,0.6164069999999999
PNW83758,1.2536825
PNW84022,1.9236920000000002
PNW83762,0.46295299999999995
PNW84321,13.3029615
PNW84102,2.105187
PNW84109,18.4192785
PNW84088,0.0407945
PNW84152,12.332734499999999
PNW84052,2.9453455
PNW84064,0.4238175
PNW84221,0.1811575
PNW84010,3.99017
PNW84019,1.1426465000000001
PNW84279,0.7390855000000001
PNW84091,0.0
PNW83898,3.5446905
PNW84024,5.768444499999999
PNW84023,0.0
PNW84336,60.533773000000004
PNW83829,227.4995985
PNW84049,2.2005735
PNW84370,8.527900500000001
PNW83858,0.0
PNW83905,0.894959
PNW83908,4.7368825
PNW83915,0.0114795
PNW84261,4.3164745
PNW83879,0.9874595
PNW83826,4.731534
PNW83827,3.7460225
PNW83857,0.0
PNW83920,0.21766600000000003
PNW83942,85.9769835
PNW84191,20.310105999999998
PNW84239,3.4239445
PNW83896,1.8017075
PNW83982,3.2372435
PNW84117,1.511226
PNW84186,10.3556085
PNW83867,0.093068
PNW83953,1.2920785000000001
PNW83791,2.3541875
PNW84247,1.9289889999999998
PNW84232,11.76077
PNW84032,2.8531515
PNW84204,0.33527799999999996
PNW84349,23.1457095
PNW83988,0.031616
PNW83960,0.6115955
PNW84343,1.027728
PNW83861,6.1223135
PNW84291,2.534554
PNW83998,1.02166
PNW84258,0.9019275
PNW84011,4167.3007305
PNW84082,1.402212
PNW84268,0.0
PNW84110,0.0778075
PNW84018,0.8994354999999999
PNW84017,0.964244
PNW84271,0.238929
PNW84230,0.0
PNW84215,3.0584095
PNW83993,9.3105415
PNW84251,8.2963355
PNW84144,11.722162
PNW84257,4.5082425
PNW83902,0.1770185
PNW84121,1.0842495
PNW83979,6.6966920000000005
PNW83856,0.0
PNW83771,0.6838515
PNW84157,2.5570185
PNW83876,0.0
PNW83951,0.649358
PNW84040,4.2031425
PNW84041,27.467945999999998
PNW84156,6.2358115
PNW84138,6.795212
PNW84038,0.4261665
PNW84167,65.043322
PNW83949,4344.200777
PNW83880,9.154314000000001
PNW83987,92.2197705
PNW84149,5.1065855
PNW84337,10.110548
PNW83925,0.0138
PNW83962,1.7247104999999998
PNW84158,0.075342
PNW84223,41.5653475
PNW83849,6.016106000000001
PNW84065,1.5346715
PNW83913,7.3316535
PNW84099,5.8912315
PNW84315,0.741306
PNW84335,1.8237315
PNW83823,0.39842299999999997
PNW83900,8.583775999999999
PNW84188,29.582698999999998
PNW84020,50.502702500000005
PNW84001,2.6466615
PNW84312,338.64720150000005
PNW84012,8.749215
PNW83821,0.9150405
PNW84274,0.1844065
PNW84047,2.1441815
PNW83864,0.66489
PNW84362,11.4425785
PNW83769,2.887468
PNW84133,1.888457
PNW84086,0.1590665
PNW84317,0.7883355000000001
PNW84330,1.3817255
PNW84356,0.1750945
PNW84267,1.4500305
PNW84059,6.1231105
PNW84105,7.1126325
PNW84277,31.573923
PNW84142,4.163166
PNW84301,8.0089545
PNW83776,2.5023635
PNW84015,2.04126
PNW84014,8.7083435
PNW83959,3.524685
PNW83981,10.435896500000002
PNW83859,0.0
PNW83860,6.547715
PNW83809,83.6194785
PNW84254,67.2282065
PNW84262,1.188309
PNW84205,1.1177570000000001
PNW83832,1.570326
PNW84318,0.0193425
PNW84339,3.0793714999999997
PNW83796,2.089064
PNW83751,4.8221365
PNW83914,0.2682505
PNW83990,0.0
PNW84216,99.4077985
PNW83868,0.6305365
PNW83911,65.7225465
PNW83928,0.1903415
PNW84332,0.602067
PNW83986,2.5095165
PNW84322,2.47152
PNW84039,35.3546545
PNW84058,0.0
PNW84297,0.0537175
PNW84155,2.049355
PNW84004,3.9603535
PNW84013,0.17417349999999998
PNW83945,0.0
PNW84249,2.1135865000000003
PNW83763,0.0
PNW84078,0.649818
PNW84114,0.4046095
PNW84341,7.9844705
PNW83891,0.0
PNW83850,19.414091
PNW84145,1.6707765
PNW84305,2.891795
PNW83761,0.6708805
PNW84170,3.722429
PNW84171,0.22817
PNW83961,2.2813999999999997
PNW84190,5.6916744999999995
PNW83801,0.390876
PNW83869,0.1140875
PNW84166,98.5441665
PNW83973,5.260965000000001
PNW83976,3.6341159999999997
PNW84066,2.931642
PNW83822,0.0230615
PNW84122,38.468909999999994
PNW83899,98.3055295
PNW84296,0.244929
PNW84075,6.1205245
PNW83930,3.001525
PNW84278,3.212766
PNW83759,3.8685885
PNW83975,0.216214
PNW84178,9.773786
PNW84206,5.1501885000000005
PNW83893,0.266195
PNW84320,1.075615
PNW84029,7.4247570000000005
PNW84176,1.977384
PNW84184,0.0
PNW84219,4.5575225
PNW84218,8.2131395
PNW84096,0.36855849999999996
PNW84131,2.5115255
PNW84055,22.040497000000002
PNW83749,9.037294000000001
PNW84242,0.6515085
PNW84134,7.5212775
PNW84129,2.5307085
PNW84295,1.481717
PNW84077,1.9024634999999999
PNW84303,40.9099685
PNW83753,1.042718
PNW84226,102.2752225
PNW83989,0.5166045
PNW84115,39.195314999999994
PNW83901,0.146774
PNW84053,5.8753335
PNW84141,21.309971
PNW84234,1.2868365
PNW83764,1.4616255
PNW84143,111.15315000000001
PNW83963,0.919949
PNW84269,3.936119
PNW84294,6.682952500000001
PNW84104,0.202704
PNW84192,0.688308
PNW84100,0.277085
PNW83912,4.5395695
PNW84106,6.037634499999999
PNW84137,4.4322325000000005
PNW84175,0.21195550000000002
PNW84090,0.462471
PNW83995,1.9054404999999999
PNW83803,4.855166499999999
PNW84231,0.0
PNW83922,8.376692
PNW84174,14.160713
PNW84281,9.213234
PNW84334,7.776414
PNW83784,0.9834975
PNW83929,3.2907925000000002
PNW83818,3.8142104999999997
PNW84107,0.0763655
PNW83919,3.4124235
PNW84350,10.5572395
PNW84275,0.1367795
PNW84112,33.869148
PNW83789,0.0732425
PNW83886,0.153263
PNW84098,0.5471175
PNW83855,4.453045
PNW83877,1.4820985
PNW83396,3.0227359999999996
PNW83600,1.4589314999999998
PNW83599,0.0
PNW83229,0.0
PNW83230,0.0
PNW83576,1.694982
PNW83738,0.0586685
PNW83581,3.119182
PNW83726,0.3562875
PNW83602,0.7266865
PNW83286,0.0
PNW83587,1.5779290000000001
PNW83349,0.0503605
PNW83379,10.498719999999999
PNW83378,3.654082
PNW83377,6.8727355
PNW83662,0.1906515
PNW83513,4.6477905
PNW83515,0.0
PNW83622,0.0
PNW83621,8.446743
PNW83299,1.1881755
PNW83376,12.8827605
PNW83539,18.632283
PNW83538,0.0
PNW83238,11.608064
PNW83743,0.900839
PNW83469,2.6215355000000002
PNW83594,0.37487550000000003
PNW83339,1.472914
PNW83473,0.0
PNW83255,10.918394
PNW83493,0.2438825
PNW83327,1.4570509999999999
PNW83237,1.5727925
PNW83326,2.0356495
PNW83533,1.8372190000000002
PNW83373,43.7520795
PNW83372,108.347643
PNW83703,1.2578665
PNW83744,0.4186765
PNW83670,10.975670000000001
PNW83642,1.498769
PNW83446,20.6693395
PNW83369,1.9117045
PNW83370,0.1717895
PNW83559,2.5871425
PNW83597,0.931584
PNW83527,0.0766215
PNW83528,1.7883545
PNW83526,0.0
PNW83282,0.3622465
PNW83392,19.5592915
PNW83688,35.861498999999995
PNW83261,1.610762
PNW83262,0.522055
PNW83394,13.164675
PNW83701,0.0
PNW83702,0.0
PNW83700,0.175819
PNW83405,0.8214469999999999
PNW83720,1.155854
PNW83350,2.574344
PNW83235,5.0809615
PNW83300,4.665014
PNW83708,1.1488075
PNW83561,3.8819175
PNW83414,0.0
PNW83320,0.0
PNW83319,0.0
PNW83266,1.5520040000000002
PNW83504,15.67522
PNW83294,0.0
PNW83293,30.967383
PNW83569,1.5316495
PNW83676,9.0168585
PNW83374,0.3261705
PNW83591,7.112334000000001
PNW83404,1.397535
PNW83578,0.032204
PNW83711,0.754159
PNW83712,2.554147
PNW83424,0.1964505
PNW83565,17.928476
PNW83566,0.751264
PNW83275,2.4821425
PNW83495,21.594681
PNW83497,15.022484
PNW83713,6.06324
PNW83714,0.0
PNW83619,9.470812
PNW83577,8.809332
PNW83638,0.8343995000000001
PNW83254,0.900374
PNW83742,3.613723
PNW83570,0.7029194999999999
PNW83270,4.8208765
PNW83731,5.2527385
PNW83732,0.0
PNW83448,1.577422
PNW83416,6.357957
PNW83532,0.028471
PNW83313,0.982473
PNW83698,0.24523299999999998
PNW83699,0.0
PNW83386,6.611822500000001
PNW83243,25.6154725
PNW83281,2.5255385
PNW83329,1.339442
PNW83368,1.1044455
PNW83735,14.5619235
PNW83692,3.069374
PNW83556,0.0
PNW83737,0.402771
PNW83485,2.3374270000000004
PNW83508,0.164416
PNW83318,163.03300000000002
PNW83697,2.473027
PNW83573,0.0
PNW83336,5.923000999999999
PNW83440,1.4565495
PNW83624,7.8542045
PNW83625,10.2251125
PNW83242,889.5060995
PNW83358,13.027391
PNW83483,0.9770615
PNW83480,1.1187715
PNW83482,0.0
PNW83481,0.694528
PNW83659,7.235957000000001
PNW83542,2.348605
PNW83715,1.175657
PNW83618,14.3449005
PNW83546,4.588209
PNW83686,0.8808285
PNW83679,3.4456990000000003
PNW83644,40.912738
PNW83521,0.6829205
PNW83544,4.907732
PNW83471,2.1224190000000003
PNW83739,40.827835
PNW83685,48.03093
PNW83428,1.1562815000000002
PNW83253,6.3743795
PNW83418,5.2992004999999995
PNW83259,12.2226485
PNW83260,0.221628
PNW83719,49.6567205
PNW83434,2.941494
PNW83433,5.805549999999999
PNW83518,1081.605483
PNW83519,2636.6453485
PNW83462,38.3332915
PNW83322,0.6482825
PNW83580,31.6102785
PNW83331,94.296907
PNW83593,1.9189855
PNW83681,0.0
PNW83707,15.086935
PNW83666,2.7989595
PNW83695,1.8245685
PNW83420,6.890411
PNW83422,0.0
PNW83421,0.0
PNW83431,30.6340405
PNW83680,3.1538325
PNW83312,0.0
PNW83357,3.0113719999999997
PNW83689,77.19734600000001
PNW83306,0.5047025
PNW83596,0.1437695
PNW83524,23.518362999999997
PNW83502,0.0
PNW83409,10.3665395
PNW83583,6.3579300000000005
PNW83584,0.8583595
PNW83277,1.0769065
PNW83276,0.36912500000000004
PNW83534,0.0
PNW83572,0.386032
PNW83612,0.462015
PNW83669,10.2358615
PNW83733,5.344807
PNW83278,1.3359329999999998
PNW83413,1.181037
PNW83310,6.125426
PNW83727,25.613053999999998
PNW83611,0.6419135
PNW83550,6.925603
PNW83674,24.463153
PNW83717,4.2357594999999995
PNW83554,1.3403365
PNW83555,0.0
PNW83716,8.310410000000001
PNW83384,4.676775
PNW83251,3.606098
PNW83647,34.790294
PNW83512,0.6159905
PNW83567,0.148865
PNW83653,9.514793
PNW83341,3.9339735
PNW83484,27.025234500000003
PNW83499,0.013041
PNW83552,2.741476
PNW83529,0.45518600000000004
PNW83344,0.3753855
PNW83346,1.6135585
PNW83523,1008.73323
PNW83615,0.051206
PNW83280,1.7690775
PNW83412,0.4824675
PNW83506,21.787778499999998
PNW83623,4.169287000000001
PNW83316,27.414572999999997
PNW83649,0.6464300000000001
PNW83722,10.0788075
PNW83650,131.8929415
PNW83648,0.0
PNW83367,8.882576499999999
PNW83656,4.066583
PNW83456,12.361185
PNW83486,3.6272625
PNW83563,1.3596024999999998
PNW83562,1.326482
PNW83343,3.448545
PNW83381,0.056694
PNW83382,1.153656
PNW83510,0.374199
PNW83351,0.4641995
PNW83488,0.127335
PNW83668,1.301318
PNW83334,103.425116
PNW83449,11.3090535
PNW83263,495.3284165
PNW83410,2.85157
PNW83438,1.534958
PNW83635,0.2459655
PNW83634,0.0
PNW83387,0.107829
PNW83388,1.354824
PNW83620,2.121474
PNW83227,1.7606895
PNW83665,6.4203675
PNW83371,16.5891545
PNW83246,2.419412
PNW83391,0.22529200000000002
PNW83267,2.6127025
PNW83295,3.3872675
PNW83231,0.018853
PNW83466,331.1695975
PNW83453,0.883355
PNW83660,3318.6735225
PNW83476,19.3831655
PNW83571,0.459662
PNW83721,0.117484
PNW83415,0.165411
PNW83324,8.583042
PNW83239,11.704273
PNW83427,0.3995915
PNW83661,5.201671
PNW83706,1.4883195000000002
PNW83705,1.4119595
PNW83285,0.043353
PNW83400,0.0
PNW83337,5.944673
PNW83335,14.881055
PNW83470,7.827387000000001
PNW83245,51.5281475
PNW83298,3.4233770000000003
PNW83429,0.3153695
PNW83399,5.472721
PNW83228,0.0
PNW83359,22.870963
PNW83297,0.22830550000000002
PNW83479,28.313829499999997
PNW83643,0.0
PNW83585,3.1222425
PNW83671,29.5870165
PNW83340,14.815243500000001
PNW83498,7.0943885
PNW83598,1.312107
PNW83658,1.91842
PNW83657,48.859081
PNW83454,8.2713885
PNW83637,5.4123335
PNW83718,3.002779
PNW83234,18.0435205
PNW83328,107.687322
PNW83303,10.6482305
PNW83291,1.741565
PNW83292,0.0
PNW83610,0.4060085
PNW83256,0.0
PNW83257,3.1756135
PNW83525,37.959934499999996
PNW83315,2.5323345
PNW83627,7.478574999999999
PNW83626,2.0718615
PNW83287,46.422031000000004
PNW83478,23.7572135
PNW83667,3.1630399999999996
PNW83355,0.162028
PNW83607,0.09075849999999999
PNW83417,0.223889
PNW83288,212.619048
PNW83397,5.485165
PNW83516,25.8669185
PNW83603,1.0299924999999999
PNW83435,6.104182
PNW83475,3.5594884999999996
PNW83641,0.168879
PNW83460,12.9176425
PNW83558,23.5733435
PNW83614,0.1780795
PNW83551,2.8897305
PNW83574,0.8492195
PNW83636,162.653475
PNW83693,2.807925
PNW83531,0.3792735
PNW83633,0.46633949999999996
PNW83553,2.8093365
PNW83709,0.3756425
PNW83605,0.9319855
PNW83364,1.1856710000000001
PNW83609,0.0
PNW83608,3.1310745
PNW83247,4.2353045
PNW83436,1.038957
PNW83672,0.0
PNW83677,0.492073
PNW83279,0.102881
PNW83704,0.3769665
PNW83604,1.1866015
PNW83305,0.24011949999999999
PNW83511,1.3235465
PNW83595,0.1285315
PNW83710,14.6894225
PNW83494,0.8810125
PNW83258,0.500051
PNW83425,0.157009
PNW83347,64.382428
PNW83451,0.18324500000000002
PNW83467,16.2141435
PNW83522,11.894171
PNW83590,1.4895705000000001
PNW83252,1.8768675
PNW83548,20.742310500000002
PNW83401,0.0316885
PNW83651,80.282986
PNW83233,3.0169415
PNW83729,0.0
PNW83730,16.940571000000002
PNW83663,14.445238
PNW83468,159.2239835
PNW83464,3.5233490000000005
PNW83465,0.677516
PNW83461,39.132262
PNW83333,0.5285765
PNW83535,1.801792
PNW83224,0.0
PNW83225,0.6569835
PNW83345,2.7111
PNW83616,1.212499
PNW83725,2.6590309999999997
PNW83352,0.0
PNW83696,2.0878645000000002
PNW83491,0.477519
PNW83385,10.8648235
PNW83489,0.0
PNW83547,13.350760000000001
PNW83628,24.1685495
PNW83423,7.4261565
PNW83304,1.732883
PNW83244,1.4967375
PNW83273,1.4289455
PNW83601,1.9762215
PNW83264,0.0428755
PNW83265,0.499918
PNW83240,0.0
PNW83241,3.2627620000000004
PNW83675,7.172049
PNW83390,0.498909
PNW83411,0.7567405
PNW83437,3.359579
PNW83325,9.789482
PNW83746,12.465498
PNW83505,16.419082
PNW83342,4.837994
PNW83419,272.4997255
PNW83736,0.545052
PNW83323,28.9313305
PNW83309,4.576677999999999
PNW83560,0.338825
PNW83691,31.753181500000004
PNW83353,0.861848
PNW83314,10.718952999999999
PNW83723,1.621345
PNW83683,0.680788
PNW83543,5.244231500000001
PNW83589,2.369421
PNW83338,1.6397000000000002
PNW83492,3.851992
PNW83457,0.808595
PNW83445,3.49018
PNW83269,33.79762
PNW83232,3.9054565
PNW83452,0.0
PNW83307,1.0419425
PNW83745,2.648755
PNW83403,3.8447595
PNW83678,12.493400000000001
PNW83362,5.877848
PNW83474,7.1765545
PNW83586,0.9153385
PNW83248,13.554323499999999
PNW83393,29.5216815
PNW83655,0.64516
PNW83472,0.16653400000000002
PNW83500,0.0
PNW83501,0.1107355
PNW83652,3.6744295
PNW83236,7.396214
PNW83398,2.9767855
PNW83520,0.0
PNW83426,24.9115075
PNW83356,0.950962
PNW83450,10.5858055
PNW83463,0.24470199999999998
PNW83557,8.3687605
PNW83640,0.0
PNW83646,0.567693
PNW83630,0.0
PNW83402,14.374428499999999
PNW83613,0.216968
PNW83332,16.0695955
PNW83537,0.9987155
PNW83366,2.039461
PNW83363,1.99354
PNW83301,18.917992499999997
PNW83302,1.9099525000000002
PNW83432,10.320499
PNW83741,1.4736004999999999
PNW83540,17.755632
PNW83579,8.8651485
PNW83664,1.2345169999999999
PNW83503,0.219074
PNW83617,15.8679085
PNW83507,0.0
PNW83321,10.212759
PNW83575,6.261181499999999
PNW83383,5.873443
PNW83592,0.0
PNW83375,2.846598
PNW83406,1.4661265
PNW83487,19.8590125
PNW83289,13.2899375
PNW83490,1.042146
PNW83408,12.7120715
PNW83588,0.6531049999999999
PNW83632,0.0
PNW83330,2.5159635
PNW83348,26.4672565
PNW83582,1.2919425
PNW83274,11.857673
PNW83477,160.58065299999998
PNW83549,33.667192
PNW83654,54.922788499999996
PNW83687,4.7286545
PNW83517,1.0012485
PNW83606,0.0
PNW83249,0.949118
PNW83568,0.043755
PNW83645,1.3649765
PNW83728,63.792277
PNW83290,0.48046200000000006
PNW83631,0.0
PNW83389,10.2135575
PNW83441,1.399185
PNW83690,3.0440595
PNW83361,2.206569
PNW83536,16.310802000000002
PNW83268,1.3852345
PNW83458,5.1520125
PNW83564,0.0
PNW83317,83.6713635
PNW83395,126.1104235
PNW83682,0.698221
PNW83226,0.8030915
PNW83354,0.405429
PNW83509,0.166036
PNW83442,4.4383925
PNW83407,1.531131
PNW83311,8.786244
PNW83545,3.0241789999999997
PNW83439,0.015524
PNW83444,1.498796
PNW83684,10.097532
PNW83250,5.0161065
PNW83283,32.2060485
PNW83380,9.198282500000001
PNW83639,0.0
PNW83496,66.398994
PNW83734,0.2994315
PNW83284,1.5906025
PNW83308,0.0
PNW83272,3.0889930000000003
PNW83443,10.55411
PNW83740,11.4708055
PNW83541,0.215785
PNW83447,6.388954
PNW83365,0.1039505
PNW83455,0.1042065
PNW83530,1.684516
PNW83673,0.0
PNW83459,12.335575500000001
PNW83724,6.268933
PNW83271,26.6181715
PNW83296,1.2754845000000001
PNW83629,296.454235
PNW81847,0.794744
PNW81568,0.1901355
PNW81801,15.998838000000001
PNW82464,1.00824
PNW82462,0.0776425
PNW82819,3.2125745
PNW82259,1.522645
PNW82468,3.300388
PNW82619,3.1601715
PNW82678,2.3724175
PNW82640,1.7275625
PNW82648,6.5604145
PNW81865,0.800578
PNW82247,5.31382
PNW82778,4.1201740000000004
PNW82779,2.131684
PNW82407,3.825239
PNW82079,79.38116450000001
PNW82421,5.593514
PNW82775,46.408697000000004
PNW83160,4.234478500000001
PNW81495,2.7343224999999998
PNW81812,5.2894285
PNW82241,2.410152
PNW81913,0.5377975
PNW82121,0.0
